38, 56, 0.0, 0.0
39, 56, 1.0, 1.0
39, 56, 1.0, 1.0
39, 56, 2.0, 2.0
40, 56, 2.0, 2.0
40, 56, 3.0, 3.0
40, 56, 4.0, 4.0
40, 56, 4.0, 4.0
39, 57, 5.0, 5.0
39, 57, 5.0, 5.0
39, 57, 6.0, 6.0
39, 57, 7.0, 7.0
40, 58, 7.0, 7.0
40, 58, 8.0, 8.0
40, 58, 9.0, 9.0
40, 58, 9.0, 9.0
40, 58, 10.0, 10.0
41, 60, 11.0, 11.0
41, 60, 11.0, 11.0
41, 60, 12.0, 12.0
41, 60, 13.0, 13.0
44, 62, 13.0, 13.0
44, 62, 14.0, 14.0
44, 62, 15.0, 15.0
44, 62, 15.0, 15.0
44, 63, 16.0, 16.0
44, 63, 17.0, 17.0
44, 63, 17.0, 17.0
45, 65, 18.0, 18.0
45, 65, 18.0, 18.0
45, 65, 19.0, 19.0
47, 66, 20.0, 20.0
49, 69, 19.0, 19.0
47, 67, 20.0, 20.0
47, 67, 20.0, 20.0
48, 68, 21.0, 21.0
48, 68, 21.0, 21.0
48, 68, 22.0, 22.0
48, 68, 23.0, 23.0
49, 68, 23.0, 23.0
49, 68, 24.0, 24.0
49, 68, 24.0, 24.0
49, 70, 25.0, 25.0
49, 70, 26.0, 26.0
49, 70, 26.0, 26.0
50, 71, 27.0, 27.0
50, 71, 28.0, 28.0
50, 71, 28.0, 28.0
52, 72, 29.0, 29.0
52, 72, 30.0, 30.0
52, 72, 30.0, 30.0
52, 73, 31.0, 31.0
52, 73, 32.0, 32.0
52, 73, 32.0, 32.0
54, 75, 33.0, 33.0
54, 75, 33.0, 33.0
54, 75, 34.0, 34.0
54, 75, 35.0, 35.0
54, 75, 35.0, 35.0
54, 75, 36.0, 36.0
54, 75, 37.0, 37.0
57, 77, 37.0, 37.0
57, 77, 38.0, 38.0
57, 77, 39.0, 39.0
57, 78, 39.0, 39.0
57, 78, 40.0, 40.0
59, 81, 39.0, 39.0
58, 80, 40.0, 40.0
58, 80, 40.0, 40.0
58, 80, 41.0, 41.0
58, 80, 42.0, 42.0
58, 81, 42.0, 42.0
58, 81, 43.0, 43.0
58, 81, 43.0, 43.0
59, 82, 44.0, 44.0
59, 82, 45.0, 45.0
59, 82, 45.0, 45.0
61, 82, 46.0, 46.0
61, 82, 47.0, 47.0
61, 82, 47.0, 47.0
62, 83, 48.0, 48.0
62, 83, 49.0, 49.0
62, 83, 49.0, 49.0
62, 83, 50.0, 50.0
63, 85, 50.0, 50.0
63, 85, 51.0, 51.0
63, 85, 52.0, 52.0
65, 86, 52.0, 52.0
65, 86, 53.0, 53.0
65, 86, 54.0, 54.0
65, 88, 54.0, 54.0
65, 88, 55.0, 55.0
65, 88, 56.0, 56.0
67, 89, 56.0, 56.0
67, 89, 57.0, 57.0
67, 89, 57.0, 57.0
68, 90, 58.0, 58.0
68, 90, 59.0, 59.0
68, 90, 59.0, 59.0
68, 91, 60.0, 60.0
72, 320, 59.0, 59.0
70, 320, 60.0, 60.0
70, 320, 60.0, 60.0
70, 320, 61.0, 61.0
71, 92, 61.0, 61.0
71, 92, 62.0, 62.0
71, 92, 63.0, 63.0
71, 92, 63.0, 63.0
71, 93, 64.0, 64.0
71, 93, 64.0, 64.0
71, 93, 65.0, 65.0
72, 95, 66.0, 66.0
72, 95, 66.0, 66.0
72, 95, 67.0, 67.0
73, 96, 68.0, 68.0
73, 96, 68.0, 68.0
73, 96, 69.0, 69.0
74, 97, 70.0, 70.0
74, 97, 70.0, 70.0
74, 97, 71.0, 71.0
75, 98, 71.0, 71.0
75, 98, 72.0, 72.0
75, 98, 73.0, 73.0
77, 100, 73.0, 73.0
77, 100, 74.0, 74.0
77, 100, 75.0, 75.0
78, 101, 75.0, 75.0
78, 101, 76.0, 76.0
78, 101, 77.0, 77.0
78, 101, 77.0, 77.0
80, 102, 78.0, 78.0
80, 102, 78.0, 78.0
80, 102, 79.0, 79.0
81, 103, 80.0, 80.0
81, 103, 80.0, 80.0
81, 103, 81.0, 81.0
82, 105, 82.0, 82.0
82, 105, 82.0, 82.0
82, 105, 83.0, 83.0
81, 106, 84.0, 84.0
81, 106, 84.0, 84.0
81, 106, 85.0, 85.0
84, 107, 85.0, 85.0
84, 107, 86.0, 86.0
84, 107, 87.0, 87.0
84, 107, 87.0, 87.0
84, 108, 88.0, 88.0
84, 108, 89.0, 89.0
84, 108, 89.0, 89.0
87, 110, 90.0, 90.0
87, 110, 90.0, 91.0
87, 110, 90.0, 91.0
88, 110, 90.0, 92.0
88, 110, 90.0, 93.0
88, 110, 90.0, 93.0
88, 111, 90.0, 94.0
88, 111, 90.0, 95.0
88, 111, 90.0, 95.0
89, 111, 90.0, 96.0
89, 111, 90.0, 97.0
89, 111, 90.0, 97.0
92, 111, 90.0, 98.0
92, 111, 90.0, 99.0
92, 111, 90.0, 99.0
92, 111, 90.0, 100.0
93, 111, 90.0, 101.0
93, 111, 90.0, 101.0
93, 111, 90.0, 102.0
93, 111, 90.0, 103.0
93, 111, 90.0, 103.0
93, 111, 90.0, 104.0
93, 111, 90.0, 105.0
93, 111, 90.0, 105.0
93, 111, 90.0, 106.0
96, 111, 90.0, 107.0
96, 111, 90.0, 107.0
96, 111, 90.0, 108.0
96, 111, 90.0, 108.0
98, 111, 90.0, 109.0
98, 111, 90.0, 110.0
98, 111, 90.0, 110.0
98, 111, 90.0, 111.0
100, 112, 90.0, 112.0
