37,56,0.0,0.0
38,56,1.0,1.0
38,56,1.0,1.0
38,56,2.0,2.0
38,56,2.0,2.0
39,57,3.0,3.0
39,58,4.0,4.0
39,58,4.0,4.0
39,58,5.0,5.0
40,59,6.0,6.0
40,59,6.0,6.0
40,59,7.0,7.0
40,60,8.0,8.0
41,60,8.0,8.0
41,60,9.0,9.0
42,61,10.0,10.0
42,61,10.0,10.0
42,61,11.0,11.0
43,62,11.0,11.0
43,63,12.0,12.0
43,63,13.0,13.0
44,63,13.0,13.0
44,63,14.0,14.0
44,64,15.0,15.0
45,64,15.0,15.0
45,64,16.0,16.0
45,65,17.0,17.0
45,65,17.0,17.0
46,66,18.0,18.0
46,66,18.0,18.0
46,66,19.0,19.0
46,66,20.0,20.0
47,69,19.0,19.0
48,68,20.0,20.0
47,68,20.0,20.0
47,68,21.0,21.0
47,68,22.0,22.0
48,68,22.0,22.0
49,70,23.0,23.0
49,70,23.0,23.0
49,70,24.0,24.0
50,71,25.0,25.0
50,71,25.0,25.0
50,71,26.0,26.0
51,71,27.0,27.0
51,71,28.0,28.0
51,72,28.0,28.0
51,73,29.0,29.0
51,73,30.0,30.0
52,74,30.0,30.0
53,75,31.0,31.0
53,75,31.0,31.0
54,75,32.0,32.0
53,76,33.0,33.0
53,76,33.0,33.0
54,77,34.0,34.0
55,77,35.0,35.0
55,77,35.0,35.0
55,77,36.0,36.0
56,78,37.0,37.0
56,78,37.0,37.0
56,78,38.0,38.0
57,79,38.0,38.0
57,79,39.0,39.0
58,80,40.0,40.0
58,81,39.0,39.0
59,80,40.0,40.0
58,80,40.0,40.0
59,81,41.0,41.0
59,81,41.0,41.0
59,81,42.0,42.0
59,81,43.0,43.0
59,81,43.0,43.0
60,82,44.0,44.0
60,83,45.0,45.0
60,83,45.0,45.0
61,84,46.0,46.0
62,84,47.0,47.0
62,85,47.0,47.0
62,85,48.0,48.0
63,85,49.0,49.0
63,85,49.0,49.0
63,85,50.0,50.0
64,86,51.0,51.0
63,87,51.0,51.0
63,87,52.0,52.0
65,88,53.0,53.0
65,88,53.0,53.0
65,88,54.0,54.0
65,89,55.0,55.0
65,89,55.0,55.0
65,89,56.0,56.0
67,90,57.0,57.0
67,90,57.0,57.0
67,90,58.0,58.0
68,91,59.0,59.0
68,91,59.0,59.0
68,91,60.0,60.0
70,93,59.0,59.0
69,93,60.0,60.0
69,93,60.0,60.0
69,93,61.0,61.0
70,93,61.0,61.0
70,93,62.0,62.0
70,93,63.0,63.0
70,94,63.0,63.0
71,95,64.0,64.0
71,95,65.0,65.0
71,95,65.0,65.0
72,96,66.0,66.0
72,96,67.0,67.0
73,96,67.0,67.0
74,98,68.0,68.0
74,98,69.0,69.0
74,98,69.0,69.0
74,98,70.0,70.0
74,99,70.0,70.0
75,99,71.0,71.0
75,99,72.0,72.0
76,99,72.0,72.0
77,100,73.0,73.0
77,100,74.0,74.0
77,101,75.0,75.0
78,101,75.0,75.0
78,101,76.0,76.0
78,103,76.0,76.0
78,103,77.0,77.0
78,103,78.0,78.0
79,103,79.0,79.0
79,103,79.0,79.0
80,105,80.0,80.0
81,106,79.0,79.0
81,105,80.0,80.0
81,105,80.0,80.0
81,105,81.0,81.0
81,106,81.0,81.0
81,106,82.0,82.0
82,106,83.0,83.0
82,107,83.0,83.0
82,107,84.0,84.0
83,108,85.0,85.0
83,108,85.0,85.0
82,107,86.0,86.0
84,108,87.0,87.0
84,109,87.0,87.0
84,109,88.0,88.0
85,110,89.0,89.0
85,110,89.0,89.0
87,112,89.0,89.0
87,111,90.0,90.0
86,111,90.0,90.0
86,111,90.0,91.0
88,112,90.0,91.0
88,112,90.0,92.0
88,112,90.0,93.0
88,112,90.0,93.0
88,112,90.0,94.0
88,112,90.0,95.0
88,112,90.0,95.0
90,113,90.0,96.0
90,113,90.0,97.0
90,112,90.0,97.0
90,112,90.0,98.0
91,112,90.0,98.0
90,112,90.0,99.0
90,112,90.0,100.0
92,112,90.0,100.0
92,112,90.0,101.0
92,112,90.0,102.0
93,112,90.0,102.0
94,112,90.0,103.0
94,112,90.0,104.0
94,112,90.0,104.0
95,112,90.0,105.0
95,112,90.0,106.0
96,112,90.0,106.0
96,112,90.0,107.0
96,112,90.0,108.0
96,112,90.0,108.0
96,112,90.0,109.0
97,112,90.0,109.0
99,111,90.0,110.0
99,111,90.0,110.0
99,111,90.0,111.0
101,112,89.0,111.0
100,111,88.0,110.0
100,111,87.0,110.0
100,111,86.0,110.0
99,111,86.0,110.0
99,109,85.0,110.0
99,109,85.0,110.0
99,110,84.0,110.0
100,109,82.0,110.0
100,107,81.0,110.0
100,107,81.0,110.0
100,107,80.0,110.0
99,106,79.0,109.0
99,105,78.0,108.0
99,105,78.0,108.0
